id,Date,Noise,Original,Prediction,Cross Validation,year
485,10/27/2009,0.220466667,28.1957,28.1957,1,0
486,10/28/2009,-0.3119,27.4857,27.4857,1,0
487,10/29/2009,0.3878,28.05,28.05,1,0
488,10/30/2009,-0.100466667,26.9286,26.9286,1,0
489,11/2/2009,0.0962,27.0443,27.0443,1,0
490,11/3/2009,-0.192366667,26.9643,26.9643,1,0
491,11/4/2009,-0.229033333,27.2586,27.2586,1,0
492,11/5/2009,0.057666667,27.7186,27.7186,1,0
493,11/6/2009,-0.4629,27.7628,27.7628,1,0
494,11/9/2009,-0.0514,28.78,28.78,1,0
495,11/10/2009,-0.0881,28.9971,28.9971,1,0
496,11/11/2009,0.065233333,29.0357,29.0357,1,0
497,11/12/2009,-0.159033333,28.8557,28.8557,1,0
498,11/13/2009,-0.1529,29.2071,29.2071,1,0
499,11/16/2009,0.0086,29.5186,29.5186,1,0
500,11/17/2009,0.071433333,29.5714,29.5714,1,0
501,11/18/2009,0.323766667,29.4228,29.4228,1,0
502,11/19/2009,0.092866667,28.6443,28.6443,1,0
503,11/20/2009,-0.430466667,28.56,28.56,1,0
504,11/23/2009,0.094766667,29.4114,29.4114,1,0
505,11/24/2009,-0.0338,29.2057,29.2057,1,0
506,11/25/2009,0.4081,29.17,29.17,1,0
507,11/27/2009,0.0076,28.6557,28.6557,1,0
508,11/30/2009,0.029066667,28.5586,28.5586,1,0
509,12/1/2009,-0.059466667,28.1386,28.1386,1,0
510,12/2/2009,-0.0686,28.0328,28.0328,1,0
511,12/3/2009,-0.002833333,28.0686,28.0686,1,0
512,12/4/2009,0.2081,27.6171,27.6171,1,0
513,12/7/2009,-0.063366667,26.9928,26.9928,1,0
514,12/8/2009,-0.444733333,27.1243,27.1243,1,0
515,12/9/2009,-0.015733333,28.2571,28.2571,1,0
516,12/10/2009,0.0195,28.0614,28.0614,1,0
517,12/11/2009,-0.143333333,27.81,27.81,1,0
518,12/14/2009,0.188566667,28.14,28.14,1,0
519,12/15/2009,-0.0852,27.7386,27.7386,1,0
520,12/16/2009,0.1876,27.8614,27.8614,1,0
521,12/17/2009,-0.232366667,27.4086,27.4086,1,0
522,12/18/2009,-0.162833333,27.9186,27.9186,1,0
523,12/21/2009,-0.159,28.3186,28.3186,1,0
524,12/22/2009,-0.125266667,28.6228,28.6228,1,0
525,12/23/2009,-0.399533333,28.8714,28.8714,1,0
526,12/24/2009,-0.250033333,29.8628,29.8628,1,0
527,12/28/2009,0.070966667,30.23,30.23,1,0
528,12/29/2009,-0.1081,29.8714,29.8714,1,0
529,12/30/2009,-0.0277,30.2343,30.2343,1,0
530,12/31/2009,-0.284533333,30.1046,30.1046,1,0
531,1/4/2010,-0.045733333,30.5728,30.5728,1,2010
532,1/5/2010,0.162366667,30.6257,30.6257,1,0
533,1/6/2010,-0.018533333,30.1386,30.1386,1,0
534,1/7/2010,-0.053333333,30.0828,30.0828,1,0
535,1/8/2010,0.049966667,30.2828,30.2828,1,0
536,1/11/2010,0.1576,30.0157,30.0157,1,0
537,1/12/2010,-0.146633333,29.6743,29.6743,1,0
538,1/13/2010,0.083766667,30.0928,30.0928,1,0
539,1/14/2010,0.095266667,29.9186,29.9186,1,0
540,1/15/2010,-0.548066667,29.4186,24.4186,0,0
541,1/19/2010,0.164066667,30.72,30.72,1,0
542,1/20/2010,0.157033333,30.2464,30.2464,1,0
543,1/21/2010,0.553066667,29.7246,34.7246,2,0
544,1/22/2010,-0.480233333,28.25,28.25,1,0
545,1/25/2010,-0.273333333,29.0107,29.0107,1,0
546,1/26/2010,-0.1359,29.42,29.42,1,0
547,1/27/2010,0.5499,29.6977,34.6977,2,0
548,1/28/2010,0.2589,28.47,28.47,1,0
549,1/29/2010,-0.1416,27.4376,27.4376,1,0
550,2/1/2010,-0.109966667,27.8186,27.8186,1,0
551,2/2/2010,-0.1276,27.98,27.98,1,0
552,2/3/2010,0.460933333,28.4614,28.4614,1,0
553,2/4/2010,-0.189733333,27.4357,27.4357,1,0
554,2/5/2010,0.052833333,27.9228,27.9228,1,0
555,2/8/2010,-0.2081,27.7314,27.7314,1,0
556,2/9/2010,0.0654,28.0271,28.0271,1,0
557,2/10/2010,-0.158,27.8737,27.8737,1,0
558,2/11/2010,-0.054766667,28.3814,28.3814,1,0
559,2/12/2010,-0.2181,28.6257,28.6257,1,0
560,2/16/2010,0.002833333,29.0571,29.0571,1,0
561,2/17/2010,0.0258,28.9357,28.9357,1,0
562,2/18/2010,0.110766667,28.9897,28.9897,1,0
563,2/19/2010,0.027833333,28.81,28.81,1,0
564,2/22/2010,0.179633333,28.6308,28.6308,1,0
565,2/23/2010,-0.227033333,28.1513,28.1513,1,0
566,2/24/2010,0.092,28.6651,28.6651,1,0
567,2/25/2010,-0.142866667,28.8571,28.8571,1,0
568,2/26/2010,-0.2619,29.2314,29.2314,1,0
569,3/1/2010,-0.0381,29.8557,29.8557,1,0
570,3/2/2010,-0.027166667,29.8357,29.8357,1,0
571,3/3/2010,-0.0633,29.9043,29.9043,1,0
572,3/4/2010,-0.593833333,30.1014,25.1014,0,0
573,3/5/2010,-0.056633333,31.2786,31.2786,1,0
574,3/8/2010,-0.150966667,31.2971,31.2971,1,0
575,3/9/2010,-0.125233333,31.86,31.86,1,0
576,3/10/2010,0.012866667,32.12,32.12,1,0
577,3/11/2010,-0.1414,32.2143,32.2143,1,0
578,3/12/2010,0.189533333,32.3714,32.3714,1,0
579,3/15/2010,-0.045266667,31.9771,31.9771,1,0
580,3/16/2010,-0.0057,32.0643,32.0643,1,0
581,3/17/2010,-0.0243,32.0171,32.0171,1,0
582,3/18/2010,0.1076,32.0928,32.0928,1,0
583,3/19/2010,-0.034266667,31.75,31.75,1,0
584,3/22/2010,-0.2143,32.1071,32.1071,1,0
585,3/23/2010,-0.013833333,32.6228,32.6228,1,0
586,3/24/2010,0.055666667,32.7671,32.7671,1,0
587,3/25/2010,-0.311866667,32.3786,32.3786,1,0
588,3/26/2010,-0.170966667,32.9857,32.9857,1,0
589,3/29/2010,-0.3651,33.1986,33.1986,1,0
590,3/30/2010,0.057133333,33.6921,33.6921,1,0
591,3/31/2010,-0.164766667,33.5714,33.5714,1,0
592,4/1/2010,-0.0726,33.71,33.71,1,0
593,4/5/2010,-0.0362,34.07,34.07,1,0
594,4/6/2010,-0.059033333,34.22,34.22,1,0
595,4/7/2010,0.038533333,34.3714,34.3714,1,0
596,4/8/2010,-0.158066667,34.2786,34.2786,1,0
597,4/9/2010,-0.043333333,34.5414,34.5414,1,0
598,4/12/2010,0.0138,34.6128,34.6128,1,0
599,4/13/2010,-0.291,34.6328,34.6328,1,0
600,4/14/2010,-0.158066667,35.0986,35.0986,1,0
601,4/15/2010,0.089066667,35.56,35.56,1,0
602,4/16/2010,0.0333,35.3428,35.3428,1,0
603,4/19/2010,0.0481,35.2957,35.2957,1,0
604,4/20/2010,-1.373566667,34.9414,29.9414,0,0
605,4/21/2010,-0.298566667,37.0314,37.0314,1,0
606,4/22/2010,-0.280033333,38.0671,38.0671,1,0
607,4/23/2010,0.013333333,38.69,38.69,1,0
608,4/26/2010,0.461433333,38.5,38.5,1,0
609,4/27/2010,-0.036633333,37.4343,37.4343,1,0
610,4/28/2010,-0.402866667,37.3714,37.3714,1,0
611,4/29/2010,0.3276,38.3771,38.3771,1,0
612,4/30/2010,-0.3814,37.2986,37.2986,1,0
613,5/3/2010,0.53,38.05,43.05,2,0
614,5/4/2010,0.3974,36.9543,36.9543,1,0
615,5/5/2010,0.5662,36.5693,41.5693,2,0
616,5/6/2010,0.615733333,35.1786,40.1786,2,0
617,5/7/2010,-1.548566667,33.6943,28.6943,0,0
618,5/10/2010,-0.018066667,36.2843,36.2843,1,0
619,5/11/2010,-0.395,36.6457,36.6457,1,0
620,5/12/2010,0.1238,37.4414,37.4414,1,0
621,5/13/2010,0.368366667,36.9086,36.9086,1,0
622,5/14/2010,-0.060933333,36.26,36.26,1,0
623,5/17/2010,-0.042866667,36.3171,36.3171,1,0
624,5/18/2010,0.327633333,36.0514,36.0514,1,0
625,5/19/2010,0.8114,35.4771,40.4771,2,0
626,5/20/2010,0.0181,33.9657,33.9657,1,0
627,5/21/2010,-0.447633333,34.6171,34.6171,1,0
628,5/24/2010,0.4262,35.2514,35.2514,1,0
629,5/25/2010,-0.178533333,35.0314,35.0314,1,0
630,5/26/2010,-0.749133333,34.8727,29.8727,0,0
631,5/27/2010,-0.455633333,36.1928,36.1928,1,0
632,5/28/2010,-0.321933333,36.6971,36.6971,1,0
633,6/1/2010,-0.325233333,37.2614,37.2614,1,0
634,6/2/2010,-0.019066667,37.7071,37.7071,1,0
635,6/3/2010,0.574566667,37.5886,42.5886,2,0
636,6/4/2010,0.128533333,36.5664,36.5664,1,0
637,6/7/2010,-0.032833333,35.8486,35.8486,1,0
638,6/8/2010,0.190033333,35.6186,35.6186,1,0
639,6/9/2010,-0.4262,34.7428,34.7428,1,0
640,6/10/2010,-0.034066667,35.7871,35.7871,1,0
641,6/11/2010,-0.153333333,36.2157,36.2157,1,0
642,6/14/2010,-0.3224,36.3257,36.3257,1,0
643,6/15/2010,-0.427133333,37.0986,37.0986,1,0
644,6/16/2010,-0.3795,38.1786,38.1786,1,0
645,6/17/2010,-0.123,38.8386,38.8386,1,0
646,6/18/2010,0.0137,39.1534,39.1534,1,0
647,6/21/2010,-0.27,38.5957,38.5957,1,0
648,6/22/2010,0.102366667,39.1214,39.1214,1,0
649,6/23/2010,0.092366667,38.71,38.71,1,0
650,6/24/2010,0.059066667,38.4286,38.4286,1,0
651,6/25/2010,-0.087133333,38.1,38.1,1,0
652,6/28/2010,0.776633333,38.3286,43.3286,2,0
653,6/29/2010,0.195266667,36.5957,36.5957,1,0
654,6/30/2010,0.0133,35.9328,35.9328,1,0
655,7/1/2010,-0.0224,35.4971,35.4971,1,0
656,7/2/2010,-0.273833333,35.2771,35.2771,1,0
657,7/6/2010,-0.5664,35.5186,30.5186,0,0
658,7/7/2010,-0.1543,36.9521,36.9521,1,0
659,7/8/2010,-0.015733333,36.87,36.87,1,0
660,7/9/2010,0.163133333,37.0886,37.0886,1,0
661,7/12/2010,0.307266667,36.755,36.755,1,0
662,7/13/2010,0.0709,35.9711,35.9711,1,0
663,7/14/2010,0.274933333,36.1038,36.1038,1,0
664,7/15/2010,-0.0086,35.9214,35.9214,1,0
665,7/16/2010,0.2067,35.7,35.7,1,0
666,7/19/2010,-0.1729,35.0828,35.0828,1,0
667,7/20/2010,-0.740466667,35.9843,30.9843,0,0
668,7/21/2010,-0.3916,36.32,36.32,1,0
669,7/22/2010,0.048466667,37.0034,37.0034,1,0
670,7/23/2010,0.0286,37.1343,37.1343,1,0
671,7/26/2010,-0.304266667,37.04,37.04,1,0
672,7/27/2010,0.1681,37.7257,37.7257,1,0
673,7/28/2010,0.147633333,37.28,37.28,1,0
674,7/29/2010,0.1465,36.8728,36.8728,1,0
675,7/30/2010,-0.370933333,36.75,36.75,1,0
676,8/2/2010,0.036166667,37.4071,37.4071,1,0
677,8/3/2010,-0.093333333,37.4186,37.4186,1,0
678,8/4/2010,0.1205,37.5686,37.5686,1,0
679,8/5/2010,0.168066667,37.3857,37.3857,1,0
680,8/6/2010,-0.145166667,37.1558,37.1558,1,0
681,8/9/2010,0.201866667,37.3928,37.3928,1,0
682,8/10/2010,0.630033333,37.0586,42.0586,2,0
683,8/11/2010,0.090466667,35.7414,35.7414,1,0
684,8/12/2010,0.134766667,35.97,35.97,1,0
685,8/13/2010,0.1419,35.5857,35.5857,1,0
686,8/16/2010,-0.3224,35.3771,35.3771,1,0
687,8/17/2010,-0.070933333,35.9957,35.9957,1,0
688,8/18/2010,0.162833333,36.1528,36.1528,1,0
689,8/19/2010,0.034766667,35.6971,35.6971,1,0
690,8/20/2010,0.080433333,35.6628,35.6628,1,0
691,8/23/2010,0.4286,35.1143,35.1143,1,0
692,8/24/2010,-0.050966667,34.2757,34.2757,1,0
693,8/25/2010,0.0024,34.6986,34.6986,1,0
694,8/26/2010,-0.1338,34.3257,34.3257,1,0
695,8/27/2010,-0.000966667,34.5171,34.5171,1,0
696,8/30/2010,0.002333333,34.6428,34.6428,1,0
697,8/31/2010,-0.552333333,34.7286,29.7286,0,0
698,9/1/2010,-0.132033333,35.7614,35.7614,1,0
699,9/2/2010,-0.4533,36.0243,36.0243,1,0
700,9/3/2010,0.147133333,36.9671,36.9671,1,0
701,9/7/2010,-0.337133333,36.83,36.83,1,0
702,9/8/2010,-0.108066667,37.56,37.56,1,0
703,9/9/2010,-0.021933333,37.5814,37.5814,1,0
704,9/10/2010,-0.287633333,37.63,37.63,1,0
705,9/13/2010,-0.009033333,38.1486,38.1486,1,0
706,9/14/2010,-0.108066667,38.2943,38.2943,1,0
707,9/15/2010,-0.303366667,38.6028,38.6028,1,0
708,9/16/2010,0.0038,39.51,39.51,1,0
709,9/17/2010,-0.408066667,39.3386,39.3386,1,0
710,9/20/2010,-0.055733333,40.4614,40.4614,1,0
711,9/21/2010,-0.139,40.5386,40.5386,1,0
712,9/22/2010,0.011866667,41.1071,41.1071,1,0
713,9/23/2010,-0.313333333,41.2743,41.2743,1,0
714,9/24/2010,-0.023733333,41.76,41.76,1,0
715,9/27/2010,0.176066667,41.5948,41.5948,1,0
716,9/28/2010,-0.041866667,40.98,40.98,1,0
717,9/29/2010,0.094733333,41.0528,41.0528,1,0
718,9/30/2010,-0.055533333,40.5357,40.5357,1,0
719,10/1/2010,0.228566667,40.36,40.36,1,0
720,10/4/2010,-0.650466667,39.8057,34.8057,0,0
721,10/5/2010,-0.042866667,41.2771,41.2771,1,0
722,10/6/2010,-0.056033333,41.3128,41.3128,1,0
723,10/7/2010,-0.3497,41.3171,41.3171,1,0
724,10/8/2010,-0.093333333,42.01,42.01,1,0
725,10/11/2010,-0.1538,42.1943,42.1943,1,0
726,10/12/2010,-0.1552,42.6486,42.6486,1,0
727,10/13/2010,-0.177166667,42.8771,42.8771,1,0
728,10/14/2010,-0.8362,43.1871,38.1871,0,0
729,10/15/2010,-0.3329,44.9628,44.9628,1,0
730,10/18/2010,1.100533333,45.4286,50.4286,2,0
731,10/19/2010,-0.0262,44.2128,44.2128,1,0
732,10/20/2010,-0.039033333,44.3614,44.3614,1,0
733,10/21/2010,0.119033333,44.2171,44.2171,1,0
734,10/22/2010,-0.142366667,43.9243,43.9243,1,0
735,10/25/2010,0.131433333,44.12,44.12,1,0
736,10/26/2010,0.0295,44.0071,44.0071,1,0
737,10/27/2010,0.117633333,43.9757,43.9757,1,0
738,10/28/2010,0.250966667,43.6057,43.6057,1,0
739,10/29/2010,-0.211466667,42.9971,42.9971,1,0
740,11/1/2010,-0.380933333,43.4543,43.4543,1,0
741,11/2/2010,-0.2595,44.1943,44.1943,1,0
742,11/3/2010,-0.386666667,44.6857,44.6857,1,0
743,11/4/2010,0.0676,45.4671,45.4671,1,0
744,11/5/2010,-0.074266667,45.3043,45.3043,1,0
745,11/8/2010,0.0052,45.5171,45.5171,1,0
746,11/9/2010,-0.1195,45.1543,45.1543,1,0
747,11/10/2010,0.209733333,45.4328,45.4328,1,0
748,11/11/2010,0.4419,45.2364,45.2364,1,0
749,11/12/2010,0.026933333,44.0043,44.0043,1,0
750,11/15/2010,0.321866667,43.8621,43.8621,1,0
751,11/16/2010,0.070466667,43.0843,43.0843,1,0
752,11/17/2010,-0.6014,42.9286,37.9286,0,0
753,11/18/2010,0.102833333,44.0614,44.0614,1,0
754,11/19/2010,-0.3133,43.8186,43.8186,1,0
755,11/22/2010,0.359033333,44.7657,44.7657,1,0
756,11/23/2010,-0.4445,44.1043,44.1043,1,0
757,11/24/2010,0.040466667,44.9707,44.9707,1,0
758,11/26/2010,-0.112833333,45,45,1,0
759,11/29/2010,0.430933333,45.2671,45.2671,1,0
760,11/30/2010,-0.4462,44.45,44.45,1,0
761,12/1/2010,-0.137133333,45.2,45.2,1,0
762,12/2/2010,0.0881,45.45,45.45,1,0
763,12/3/2010,-0.186166667,45.3486,45.3486,1,0
764,12/6/2010,-0.081433333,45.7357,45.7357,1,0
765,12/7/2010,-0.200933333,45.4586,45.4586,1,0
766,12/8/2010,0.006266667,45.8586,45.8586,1,0
767,12/9/2010,-0.033133333,45.6796,45.6796,1,0
768,12/10/2010,-0.234266667,45.7943,45.7943,1,0
769,12/13/2010,0.062833333,45.9528,45.9528,1,0
770,12/14/2010,0.010466667,45.7557,45.7557,1,0
771,12/15/2010,-0.077133333,45.7657,45.7657,1,0
772,12/16/2010,0.012366667,45.8928,45.8928,1,0
773,12/17/2010,-0.123333333,45.8014,45.8014,1,0
774,12/20/2010,-0.1326,46.03,46.03,1,0
775,12/21/2010,-0.052833333,46.315,46.315,1,0
776,12/22/2010,0.081866667,46.4514,46.4514,1,0
777,12/23/2010,-0.015766667,46.2286,46.2286,1,0
778,12/27/2010,-0.096233333,46.3828,46.3828,1,0
779,12/28/2010,-0.027133333,46.4957,46.4957,1,0
780,12/29/2010,0.0686,46.47,46.47,1,0
781,12/30/2010,0.086166667,46.2371,46.2371,1,0
782,12/31/2010,-0.480466667,46.08,46.08,1,0
783,1/3/2011,-0.218566667,47.0814,47.0814,1,2011
784,1/4/2011,-0.046233333,47.3271,47.3271,1,0
785,1/5/2011,-0.021366667,47.7143,47.7143,1,0
786,1/6/2011,-0.126166667,47.6757,47.6757,1,0
787,1/7/2011,-0.430733333,48.0171,48.0171,1,0
788,1/10/2011,-0.0767,48.9221,48.9221,1,0
789,1/11/2011,-0.209033333,48.8057,48.8057,1,0
790,1/12/2011,-0.095266667,49.2028,49.2028,1,0
791,1/13/2011,-0.143333333,49.3828,49.3828,1,0
792,1/14/2011,1.275666667,49.7828,54.7828,2,0
793,1/18/2011,-0.280466667,48.6643,48.6643,1,0
794,1/19/2011,0.4081,48.4057,48.4057,1,0
795,1/20/2011,0.2319,47.5257,47.5257,1,0
796,1/21/2011,-0.518066667,46.6743,41.6743,0,0
797,1/24/2011,-0.134766667,48.2071,48.2071,1,0
798,1/25/2011,-0.190966667,48.7714,48.7714,1,0
799,1/26/2011,0.0338,49.1214,49.1214,1,0
800,1/27/2011,0.292866667,49.03,49.03,1,0
801,1/28/2011,-0.139033333,48.0143,48.0143,1,0
802,1/31/2011,-0.366166667,48.4743,48.4743,1,0
803,2/1/2011,0.061433333,49.29,49.29,1,0
804,2/2/2011,0.0667,49.1886,49.1886,1,0
805,2/3/2011,-0.155266667,49.0628,49.0628,1,0
806,2/4/2011,-0.3224,49.5,49.5,1,0
807,2/7/2011,-0.243766667,50.2686,50.2686,1,0
808,2/8/2011,-0.1405,50.7428,50.7428,1,0
809,2/9/2011,0.209033333,51.1657,51.1657,1,0
810,2/10/2011,-0.1201,50.6486,50.6486,1,0
811,2/11/2011,-0.108066667,50.9786,50.9786,1,0
812,2/14/2011,-0.034766667,51.3114,51.3114,1,0
813,2/15/2011,-0.196633333,51.4143,51.4143,1,0
814,2/16/2011,0.51,51.8757,56.8757,2,0
815,2/17/2011,0.349033333,51.1857,51.1857,1,0
816,2/18/2011,0.969533333,50.08,55.08,2,0
817,2/22/2011,-0.1986,48.3728,48.3728,1,0
818,2/23/2011,-0.079033333,48.9457,48.9457,1,0
819,2/24/2011,-0.364766667,48.9828,48.9828,1,0
820,2/25/2011,-0.387166667,49.7371,49.7371,1,0
821,2/28/2011,0.078133333,50.4586,50.4586,1,0
822,3/1/2011,-0.164766667,49.9014,49.9014,1,0
823,3/2/2011,-0.595733333,50.3028,45.3028,0,0
824,3/3/2011,-0.045266667,51.3657,51.3657,1,0
825,3/4/2011,0.1543,51.4286,51.4286,1,0
826,3/7/2011,0.0024,50.7657,50.7657,1,0
827,3/8/2011,0.2076,50.8228,50.8228,1,0
828,3/9/2011,0.435666667,50.3528,50.3528,1,0
829,3/10/2011,-0.1895,49.5243,49.5243,1,0
830,3/11/2011,-0.131433333,50.2843,50.2843,1,0
831,3/14/2011,0.9329,50.5086,55.5086,2,0
832,3/15/2011,0.8976,49.3471,54.3471,2,0
833,3/16/2011,-0.545233333,47.1443,42.1443,0,0
834,3/17/2011,0.070466667,47.8057,47.8057,1,0
835,3/18/2011,-0.664266667,47.2386,42.2386,0,0
836,3/21/2011,-0.2457,48.4714,48.4714,1,0
837,3/22/2011,0.1871,48.7428,48.7428,1,0
838,3/23/2011,-0.4019,48.4557,48.4557,1,0
839,3/24/2011,-0.4605,49.2814,49.2814,1,0
840,3/25/2011,-0.024266667,50.22,50.22,1,0
841,3/28/2011,0.1076,50.0628,50.0628,1,0
842,3/29/2011,0.126166667,50.1371,50.1371,1,0
843,3/30/2011,0.113933333,49.8043,49.8043,1,0
844,3/31/2011,0.064066667,49.7868,49.7868,1,0
845,4/1/2011,0.172366667,49.2228,49.2228,1,0
846,4/4/2011,0.309533333,48.7414,48.7414,1,0
847,4/5/2011,-0.0705,48.4128,48.4128,1,0
848,4/6/2011,-0.004766667,48.2914,48.2914,1,0
849,4/7/2011,0.056166667,48.2971,48.2971,1,0
850,4/8/2011,0.2505,47.8657,47.8657,1,0
851,4/11/2011,-0.061433333,47.2571,47.2571,1,0
852,4/12/2011,-0.3024,47.4857,47.4857,1,0
853,4/13/2011,0.24,48.0186,48.0186,1,0
854,4/14/2011,0.1943,47.4886,47.4886,1,0
855,4/15/2011,-0.144266667,46.78,46.78,1,0
856,4/18/2011,-0.345733333,47.4071,47.4071,1,0
857,4/19/2011,-0.4857,48.2657,48.2657,1,0
858,4/20/2011,-0.9941,48.9157,43.9157,0,0
859,4/21/2011,-0.0932,50.0994,50.0994,1,0
860,4/25/2011,0.094166667,50.4298,50.4298,1,0
861,4/26/2011,-0.0738,50.06,50.06,1,0
862,4/27/2011,0.350466667,50.0214,50.0214,1,0
863,4/28/2011,-0.1624,49.5357,49.5357,1,0
864,4/29/2011,0.201933333,50.0186,50.0186,1,0
865,5/2/2011,-0.1728,49.4686,49.4686,1,0
866,5/3/2011,-0.068133333,49.7428,49.7428,1,0
867,5/4/2011,0.190033333,49.9386,49.9386,1,0
868,5/5/2011,-0.1357,49.5357,49.5357,1,0
869,5/6/2011,-0.101933333,49.5228,49.5228,1,0
870,5/9/2011,-0.149533333,49.6571,49.6571,1,0
871,5/10/2011,0.126166667,49.9214,49.9214,1,0
872,5/11/2011,0.0843,49.6043,49.6043,1,0
873,5/12/2011,0.3324,49.51,49.51,1,0
874,5/13/2011,0.404733333,48.6428,48.6428,1,0
875,5/16/2011,-0.073333333,47.6143,47.6143,1,0
876,5/17/2011,-0.1933,48.02,48.02,1,0
877,5/18/2011,-0.1367,48.5528,48.5528,1,0
878,5/19/2011,0.299,48.6471,48.6471,1,0
879,5/20/2011,0.289066667,47.8886,47.8886,1,0
880,5/23/2011,0.052833333,47.7714,47.7714,1,0
881,5/24/2011,-0.2776,47.4557,47.4557,1,0
882,5/25/2011,0.123333333,48.1114,48.1114,1,0
883,5/26/2011,-0.105266667,47.8571,47.8571,1,0
884,5/27/2011,-0.671933333,48.2014,43.2014,0,0
885,5/31/2011,0.060933333,49.69,49.69,1,0
886,6/1/2011,-0.0753,49.3586,49.3586,1,0
887,6/2/2011,0.2659,49.4431,49.4431,1,0
888,6/3/2011,0.1495,49.0628,49.0628,1,0
889,6/6/2011,0.2795,48.2914,48.2914,1,0
890,6/7/2011,0.0029,47.4343,47.4343,1,0
891,6/8/2011,-0.0124,47.4628,47.4628,1,0
892,6/9/2011,0.310966667,47.3557,47.3557,1,0
893,6/10/2011,-0.095233333,46.5571,46.5571,1,0
894,6/13/2011,-0.44,46.6571,46.6571,1,0
895,6/14/2011,0.399033333,47.4914,47.4914,1,0
896,6/15/2011,0.0686,46.6786,46.6786,1,0
897,6/16/2011,0.050933333,46.4514,46.4514,1,0
898,6/17/2011,0.373566667,45.7514,45.7514,1,0
899,6/20/2011,-0.54,45.0457,40.0457,0,0
900,6/21/2011,0.134766667,46.4714,46.4714,1,0
901,6/22/2011,-0.235733333,46.0871,46.0871,1,0
902,6/23/2011,0.225733333,47.3186,47.3186,1,0
903,6/24/2011,-0.330033333,46.6214,46.6214,1,0
904,6/27/2011,-0.23,47.4343,47.4343,1,0
905,6/28/2011,0.020966667,47.8943,47.8943,1,0
906,6/29/2011,-0.109033333,47.72,47.72,1,0
907,6/30/2011,-0.374766667,47.9528,47.9528,1,0
908,7/1/2011,-0.281466667,49.0371,49.0371,1,0
909,7/5/2011,-0.088066667,49.9186,49.9186,1,0
910,7/6/2011,-0.397633333,50.2514,50.2514,1,0
911,7/7/2011,0.064333333,51.0286,51.0286,1,0
912,7/8/2011,0.432366667,51.3871,51.3871,1,0
913,7/11/2011,0.034266667,50.5714,50.5714,1,0
914,7/12/2011,-0.421433333,50.5357,50.5357,1,0
915,7/13/2011,-0.130466667,51.1457,51.1457,1,0
916,7/14/2011,-0.502366667,51.11,46.11,0,0
917,7/15/2011,-0.447166667,52.1314,52.1314,1,0
918,7/18/2011,-0.345233333,53.4,53.4,1,0
919,7/19/2011,-1.3962,53.8357,48.8357,0,0
920,7/20/2011,-0.020966667,55.2714,55.2714,1,0
921,7/21/2011,-0.335266667,55.3271,55.3271,1,0
922,7/22/2011,-0.107166667,56.1857,56.1857,1,0
923,7/25/2011,-0.3052,56.9286,56.9286,1,0
924,7/26/2011,0.649533333,57.63,62.63,2,0
925,7/27/2011,0.082866667,56.0843,56.0843,1,0
926,7/28/2011,0.2629,55.9743,55.9743,1,0
927,7/29/2011,-0.646233333,55.7828,50.7828,0,0
928,8/1/2011,0.3305,56.6786,56.6786,1,0
929,8/2/2011,-0.272833333,55.5586,55.5586,1,0
930,8/3/2011,0.874266667,56.0814,61.0814,2,0
931,8/4/2011,0.032366667,53.91,53.91,1,0
932,8/5/2011,1.54,53.3743,58.3743,2,0
933,8/8/2011,-1.3757,50.4586,45.4586,0,0
934,8/9/2011,0.627633333,53.43,58.43,2,0
935,8/10/2011,-0.8019,51.9557,46.9557,0,0
936,8/11/2011,-0.364766667,53.3857,53.3857,1,0
937,8/12/2011,-0.4314,53.8557,53.8557,1,0
938,8/15/2011,0.2295,54.7728,54.7728,1,0
939,8/16/2011,-0.085233333,54.3543,54.3543,1,0
940,8/17/2011,1.142433333,54.3486,59.3486,2,0
941,8/18/2011,0.661866667,52.2928,57.2928,2,0
942,8/19/2011,-0.423333333,50.8614,50.8614,1,0
943,8/22/2011,-1.000933333,50.92,45.92,0,0
944,8/23/2011,-0.116666667,53.3714,53.3714,1,0
945,8/24/2011,0.6457,53.74,58.74,2,0
946,8/25/2011,-0.348066667,53.3886,53.3886,1,0
947,8/26/2011,-0.523366667,54.7971,49.7971,0,0
948,8/29/2011,0.080966667,55.71,55.71,1,0
949,8/30/2011,0.218066667,55.7128,55.7128,1,0
950,8/31/2011,0.133833333,54.9757,54.9757,1,0
951,9/1/2011,0.631866667,54.4328,59.4328,2,0
952,9/2/2011,0.047133333,53.4357,53.4357,1,0
953,9/6/2011,-0.476633333,54.2486,54.2486,1,0
954,9/7/2011,0.062833333,54.8471,54.8471,1,0
955,9/8/2011,0.327133333,54.8771,54.8771,1,0
956,9/9/2011,0.0962,53.9257,53.9257,1,0
957,9/12/2011,-0.327633333,54.2771,54.2771,1,0
958,9/13/2011,-0.337166667,54.9457,54.9457,1,0
959,9/14/2011,-0.2757,55.6143,55.6143,1,0
960,9/15/2011,-0.481933333,56.1371,56.1371,1,0
961,9/16/2011,-0.363333333,57.2143,57.2143,1,0
962,9/19/2011,-0.259033333,58.8043,58.8043,1,0
963,9/20/2011,-0.232366667,59.0643,59.0643,1,0
964,9/21/2011,1.020466667,58.8771,63.8771,2,0
965,9/22/2011,-0.044766667,57.4028,57.4028,1,0
966,9/23/2011,0.265233333,57.7571,57.7571,1,0
967,9/26/2011,-0.078566667,57.5957,57.5957,1,0
